acl_0	data_type	updated_datetime	created_datetime	file_name	md5sum	data_format	type	submitter_id	access	state	file_id	data_category	file_size	state_comment
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:12:03.618434-05:00	nationwidechildrens.org_biospecimen.TCGA-B6-A0RS.xml	19f4cb93536716ed3ceda217d0f05d5f	BCR XML	biospecimen_supplement		open	live	7815d23b-76cb-4894-a17b-db0eb6365656	Biospecimen	73265	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:18:33.687525-05:00	nationwidechildrens.org_biospecimen.TCGA-GM-A2DH.xml	4817e9fbe5fdd82197c6ae3dbade74fc	BCR XML	biospecimen_supplement		open	live	2bf5b5c4-2fe1-47e0-b01a-2394242343e8	Biospecimen	53961	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:12:44.333094-05:00	nationwidechildrens.org_biospecimen.TCGA-AC-A23E.xml	52d220a3c35acb03c490f919aa633ffc	BCR XML	biospecimen_supplement		open	live	80510c74-6dab-4f64-9c0f-c3bc33e2e499	Biospecimen	63844	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:17:25.670948-05:00	nationwidechildrens.org_biospecimen.TCGA-E9-A1RG.xml	1428f6eaec4b1551410ed7fe23042352	BCR XML	biospecimen_supplement		open	live	00541ee7-58b6-422b-9cce-e97627d2ab8a	Biospecimen	58917	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T08:56:05.807340-05:00	nationwidechildrens.org_biospecimen.TCGA-A7-A3IY.xml	9353f89ac689fda6c7956466dc46b480	BCR XML	biospecimen_supplement		open	live	9a74906a-563f-4785-812e-9e8cd0bd7cb0	Biospecimen	52302	
open	Clinical Supplement	2016-09-14T11:28:39.615716-05:00	2016-05-04T09:16:16.848450-05:00	nationwidechildrens.org_clinical.TCGA-AC-A8OS.xml	fefaccbd1240c77a017a717e0a8edab7	BCR XML	clinical_supplement		open	live	1f3c3d05-d162-4c3f-bd43-c3cd4bf5acc6	Clinical	46240	
open	Clinical Supplement	2016-09-14T11:27:21.129160-05:00	2016-05-04T09:13:36.509570-05:00	nationwidechildrens.org_clinical.TCGA-BH-A0HL.xml	122665802b74dc5ab34eabd674b2cb8c	BCR XML	clinical_supplement		open	live	3ea23ed9-c48d-4eab-b7e7-cf1a4fb9f736	Clinical	91725	
open	Clinical Supplement	2016-09-14T11:23:57.751737-05:00	2016-05-04T09:04:44.645098-05:00	nationwidechildrens.org_clinical.TCGA-A1-A0SQ.xml	4e577a23949176ad103fde8fca352d57	BCR XML	clinical_supplement		open	live	4ded086d-9df8-482d-b8d9-084cc4a053bd	Clinical	60103	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:03:32.640673-05:00	nationwidechildrens.org_biospecimen.TCGA-A2-A0D0.xml	ebcc9eed3c6484bf85ba5718a4eb0327	BCR XML	biospecimen_supplement		open	live	a8aa529a-900c-4d66-a401-dbfd1aa498e1	Biospecimen	93697	
open	Clinical Supplement	2016-09-14T11:26:47.306575-05:00	2016-05-04T09:23:53.149241-05:00	nationwidechildrens.org_clinical.TCGA-E2-A1AZ.xml	3952f8dbf63a087eb9d61a16ae37baa3	BCR XML	clinical_supplement		open	live	01fbdb39-9483-4317-ab37-2a632739904a	Clinical	68363	
open	Clinical Supplement	2016-09-14T11:26:11.894379-05:00	2016-05-04T09:16:09.515892-05:00	nationwidechildrens.org_clinical.TCGA-5L-AAT1.xml	f175835c0ceb6c5336454a782d647654	BCR XML	clinical_supplement		open	live	f4adbb9f-c85e-4a1a-90ce-1c9f4ea5912c	Clinical	52193	
open	Clinical Supplement	2016-09-14T11:24:07.215936-05:00	2016-05-04T09:10:07.452772-05:00	nationwidechildrens.org_clinical.TCGA-E2-A15P.xml	6a3b344de4dfc69305e058655a21278c	BCR XML	clinical_supplement		open	live	bf3d24c9-76de-4d3a-bf16-93b355c4880f	Clinical	68413	
open	Clinical Supplement	2016-09-14T11:26:03.208146-05:00	2016-05-04T09:13:45.927571-05:00	nationwidechildrens.org_clinical.TCGA-B6-A0IP.xml	fc1312bf65fd85666ea17d0a3d192ac0	BCR XML	clinical_supplement		open	live	005394c7-51b6-4fa3-9685-8cc7f51d9cae	Clinical	64774	
open	Clinical Supplement	2016-09-14T11:26:40.255007-05:00	2016-05-04T09:13:43.822217-05:00	nationwidechildrens.org_clinical.TCGA-AO-A0J2.xml	8ea1779005db9e4df78dae238351b19d	BCR XML	clinical_supplement		open	live	3697bff8-4c36-4757-8211-b46c14270722	Clinical	89350	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:18:36.413534-05:00	nationwidechildrens.org_biospecimen.TCGA-GM-A2DD.xml	40a6737c13529cffb52439d749b708aa	BCR XML	biospecimen_supplement		open	live	6ae8447d-3886-43d1-b686-26f3db042504	Biospecimen	53962	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:12:04.890215-05:00	nationwidechildrens.org_biospecimen.TCGA-A2-A0SW.xml	678c8793a8dd16fe97daee0efabb0108	BCR XML	biospecimen_supplement		open	live	723a943b-2ee2-4db6-babf-171dc133227b	Biospecimen	76585	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:02:06.936252-05:00	nationwidechildrens.org_biospecimen.TCGA-A7-A3IZ.xml	4e4ae183a0e4ada5d3708ec399e466e9	BCR XML	biospecimen_supplement		open	live	4221b360-3210-44bf-a3fa-f9ce603c7119	Biospecimen	53958	
open	Clinical Supplement	2016-09-14T11:25:37.523647-05:00	2016-05-04T09:09:51.112607-05:00	nationwidechildrens.org_clinical.TCGA-C8-A137.xml	db1e28da816085e1008aed14e831edc8	BCR XML	clinical_supplement		open	live	bb772069-8ede-4721-b67e-3184826f2cb0	Clinical	69658	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:01:18.701646-05:00	nationwidechildrens.org_biospecimen.TCGA-E9-A54Y.xml	d8a560cc0090c303a1b18efdfbabedc4	BCR XML	biospecimen_supplement		open	live	79a997e8-a0f7-441a-9d44-43ce23c28ed4	Biospecimen	56417	
open	Clinical Supplement	2016-09-14T11:23:25.360130-05:00	2016-05-04T09:03:36.891066-05:00	nationwidechildrens.org_clinical.TCGA-A8-A06O.xml	69c2210c6468be8810bf51929e675968	BCR XML	clinical_supplement		open	live	f0ca6ab7-6eed-4f76-84fb-69e710cfd862	Clinical	56225	
open	Clinical Supplement	2016-09-14T11:28:44.056360-05:00	2016-05-04T09:10:01.411007-05:00	nationwidechildrens.org_clinical.TCGA-B6-A0X0.xml	bcc8825960ca4df8e7d7791725d785bb	BCR XML	clinical_supplement		open	live	4789e122-f2c0-47d7-8884-ccb368ee7957	Clinical	50767	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T08:55:35.174304-05:00	nationwidechildrens.org_biospecimen.TCGA-AO-A124.xml	e19873612effa54bbd00cba370bec677	BCR XML	biospecimen_supplement		open	live	c6e675c9-59e7-4e5b-8f91-efd0ab005dde	Biospecimen	61725	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:09:48.549891-05:00	nationwidechildrens.org_biospecimen.TCGA-C8-A12U.xml	379c191c96b2a4dae4ea4e1d9f594dac	BCR XML	biospecimen_supplement		open	live	38b5b992-f7b5-4c19-88e4-006803efb7fc	Biospecimen	63387	
open	Clinical Supplement	2016-09-14T11:21:20.702979-05:00	2016-05-04T09:03:34.518097-05:00	nationwidechildrens.org_clinical.TCGA-A8-A096.xml	bb0c614fc41ef9cf1343d6a6ddcb645e	BCR XML	clinical_supplement		open	live	d8a67209-c8ac-447a-ab88-ae597b7c56c0	Clinical	36177	
open	Clinical Supplement	2016-09-14T11:25:27.777300-05:00	2016-05-04T09:09:59.339916-05:00	nationwidechildrens.org_clinical.TCGA-C8-A12V.xml	3bc84876a2c2f0112c3c51052bb84eee	BCR XML	clinical_supplement		open	live	fd6ce6a7-77c7-4c01-a656-f78924f38029	Clinical	50560	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T08:51:18.228101-05:00	nationwidechildrens.org_biospecimen.TCGA-D8-A1J9.xml	38ba6d0768585a3b2a71e33bb22fceb1	BCR XML	biospecimen_supplement		open	live	88fe5a59-b7f1-4ab7-a52e-579a4dbca0ee	Biospecimen	59065	
open	Clinical Supplement	2016-09-14T11:26:54.058528-05:00	2016-05-04T09:01:19.543259-05:00	nationwidechildrens.org_clinical.TCGA-A2-A4RY.xml	a4ff462d3c189b405e05a9980e864a43	BCR XML	clinical_supplement		open	live	c4cf9b9d-3672-4f6c-bbe8-c8e70a9de4b8	Clinical	102959	
open	Clinical Supplement	2016-09-14T11:26:42.466805-05:00	2016-05-04T09:10:05.294251-05:00	nationwidechildrens.org_clinical.TCGA-A2-A04W.xml	b3d197f0d4a963b3e2ac44af2cfa27b1	BCR XML	clinical_supplement		open	live	7ea25142-ecc3-4461-beb5-ccf8f1614e65	Clinical	101212	
open	Clinical Supplement	2016-09-14T11:26:13.696731-05:00	2016-05-04T09:28:29.471435-05:00	nationwidechildrens.org_clinical.TCGA-A2-A3XT.xml	78f9291d452de32158883c7dffbc9ee6	BCR XML	clinical_supplement		open	live	4e0ca354-31b8-4621-a0aa-3ae7f90c72bb	Clinical	111052	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:12:54.370427-05:00	nationwidechildrens.org_biospecimen.TCGA-A2-A25B.xml	80384456e00b77ac3efb5a60658bd5af	BCR XML	biospecimen_supplement		open	live	65989a10-b8ec-4133-909f-e4e77e741e51	Biospecimen	61381	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:09:50.993541-05:00	nationwidechildrens.org_biospecimen.TCGA-A1-A0SD.xml	775a28a8a149d3ac51a13e9ce8777646	BCR XML	biospecimen_supplement		open	live	eff19509-6f59-432e-bd06-4e2f1620fde4	Biospecimen	60055	
open	Clinical Supplement	2016-09-14T11:06:44.781521-05:00	2016-05-04T08:49:26.344210-05:00	nationwidechildrens.org_clinical.TCGA-LL-A8F5.xml	ec6a2d3f77b27256ee67c74f23880bea	BCR XML	clinical_supplement		open	live	f21ba13e-f30d-4264-ab56-40f865369f4a	Clinical	94779	
open	Clinical Supplement	2016-09-14T11:25:13.527948-05:00	2016-05-04T09:10:03.995102-05:00	nationwidechildrens.org_clinical.TCGA-C8-A12T.xml	987aebf426d1402eb6181d0bfc0f70f1	BCR XML	clinical_supplement		open	live	5a9ead33-459a-4973-8368-2059835d9498	Clinical	36864	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T08:47:08.357219-05:00	nationwidechildrens.org_biospecimen.TCGA-BH-A5J0.xml	998fef7c7faa0b21babf9c1a42c78d52	BCR XML	biospecimen_supplement		open	live	0ccad4f2-c4a4-464c-8a27-ba10f4d72b2c	Biospecimen	52299	
open	Clinical Supplement	2016-09-14T11:26:28.135869-05:00	2016-05-04T09:12:55.267209-05:00	nationwidechildrens.org_clinical.TCGA-A7-A26E.xml	d227c635107ec10ac4eeadade66eb24d	BCR XML	clinical_supplement		open	live	6f59b5ef-78b8-4d1d-bf74-d89c0797a91e	Clinical	89284	
open	Clinical Supplement	2016-09-14T11:21:57.809413-05:00	2016-05-04T08:54:35.512968-05:00	nationwidechildrens.org_clinical.TCGA-E2-A10C.xml	9ac550483128b7166329ac66bd12e92f	BCR XML	clinical_supplement		open	live	1bd3c2e2-7483-4093-8adf-6530cb45a691	Clinical	86878	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:27:52.065055-05:00	nationwidechildrens.org_biospecimen.TCGA-EW-A6S9.xml	1ff701f2090aadf76e32079a3e1f584f	BCR XML	biospecimen_supplement		open	live	a18ee4e5-a72c-4a4c-b7a6-cf2a81c347c0	Biospecimen	53959	
open	Clinical Supplement	2016-09-14T11:26:57.936502-05:00	2016-05-04T09:14:27.833939-05:00	nationwidechildrens.org_clinical.TCGA-A2-A0EU.xml	9b910f6c18f7c6eee53b669fe544bb3e	BCR XML	clinical_supplement		open	live	f0bbe988-0a9f-46cc-aae9-171cdab5ddb8	Clinical	55960	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:23:27.193101-05:00	nationwidechildrens.org_biospecimen.TCGA-BH-A18J.xml	fec2ae4056eee962b8e08e39dec31c65	BCR XML	biospecimen_supplement		open	live	9249b187-cd58-4a56-aaf1-ed2f8929f789	Biospecimen	79834	
open	Clinical Supplement	2016-09-14T11:25:52.640558-05:00	2016-05-04T09:10:03.228223-05:00	nationwidechildrens.org_clinical.TCGA-E2-A15O.xml	9b9bf07aee166fc3fe440781852795dd	BCR XML	clinical_supplement		open	live	54d75341-3adf-421d-8a1a-808ec02fe473	Clinical	90708	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:09:48.811694-05:00	nationwidechildrens.org_biospecimen.TCGA-B6-A0IH.xml	09180b8dea25a8e60f3444405090fd45	BCR XML	biospecimen_supplement		open	live	16155714-fb1c-49a5-8c05-d88e6ea1cc2e	Biospecimen	60053	
open	Clinical Supplement	2016-09-14T11:28:11.386820-05:00	2016-05-04T09:23:27.325958-05:00	nationwidechildrens.org_clinical.TCGA-BH-A18T.xml	49f3db44cda46bda51f13c01ed85d91b	BCR XML	clinical_supplement		open	live	57bf0333-1f03-4fd1-98e4-829a83f3d28f	Clinical	36571	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:12:58.284300-05:00	nationwidechildrens.org_biospecimen.TCGA-C8-A27A.xml	c993a9dd145bfbaa98e08e4f61270ddb	BCR XML	biospecimen_supplement		open	live	4322b7db-437f-41e5-9cd1-8a73a8fdde58	Biospecimen	58927	
open	Clinical Supplement	2016-09-14T11:25:10.290446-05:00	2016-05-04T09:09:55.563736-05:00	nationwidechildrens.org_clinical.TCGA-D8-A13Y.xml	5178e852064d83d10837f0c26b8c9fe7	BCR XML	clinical_supplement		open	live	301b8fee-ccf6-40b7-833d-e847625c222a	Clinical	87034	
open	Clinical Supplement	2016-09-14T11:29:03.075950-05:00	2016-05-04T09:23:53.680852-05:00	nationwidechildrens.org_clinical.TCGA-A7-A13E.xml	9def322706f55eb55560fdf719e76d37	BCR XML	clinical_supplement		open	live	55597117-e391-4114-b459-9583d0e18120	Clinical	129639	
open	Clinical Supplement	2016-09-14T11:26:47.696870-05:00	2016-05-04T09:27:49.110485-05:00	nationwidechildrens.org_clinical.TCGA-A7-A6VV.xml	e348f79c3d1ce7234f6da01f8aa5d234	BCR XML	clinical_supplement		open	live	45ca057b-dc27-4a98-8652-2254f91a659b	Clinical	71969	
open	Clinical Supplement	2016-09-14T11:11:58.099873-05:00	2016-05-04T08:47:38.035821-05:00	nationwidechildrens.org_clinical.TCGA-PE-A5DD.xml	dca1f0d6a4fb0932a034e7ef16f8d3ec	BCR XML	clinical_supplement		open	live	613da245-3182-409c-aa33-c961d10c1873	Clinical	76578	
open	Clinical Supplement	2016-09-14T11:30:20.282249-05:00	2016-05-04T09:16:12.499381-05:00	nationwidechildrens.org_clinical.TCGA-5L-AAT0.xml	a287514cc21138010badd0383809a1f6	BCR XML	clinical_supplement		open	live	edc41941-c3d2-4d8b-ae7b-6f6c29dca8df	Clinical	57072	
open	Clinical Supplement	2016-09-14T11:25:47.219755-05:00	2016-05-04T08:51:05.631593-05:00	nationwidechildrens.org_clinical.TCGA-BH-A1FM.xml	0970906e50de07242042791e9826bb89	BCR XML	clinical_supplement		open	live	4ef54928-25c4-4ea8-92ed-568fd6275ff0	Clinical	36220	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:10:06.006011-05:00	nationwidechildrens.org_biospecimen.TCGA-BH-A0B7.xml	cb61cd6d9111fbb44c075a6f9b949255	BCR XML	biospecimen_supplement		open	live	19d58bc2-9f62-46a4-a888-4fdb0f00403f	Biospecimen	102352	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:01:20.664898-05:00	nationwidechildrens.org_biospecimen.TCGA-D8-A4Z1.xml	681aaad34c3439cea31f6be024a4a0c8	BCR XML	biospecimen_supplement		open	live	ba5dc5a6-69a1-471b-8320-78f689159600	Biospecimen	52301	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:09:46.682725-05:00	nationwidechildrens.org_biospecimen.TCGA-BH-A0B0.xml	1c4ee69602408e65db5ef7107169e8e5	BCR XML	biospecimen_supplement		open	live	565015e1-4171-4c6f-91ff-09c16cf3def2	Biospecimen	61713	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T08:51:04.023572-05:00	nationwidechildrens.org_biospecimen.TCGA-E2-A1IE.xml	5bb1d4a9ad3cfb4e84b9aa25769c9b7f	BCR XML	biospecimen_supplement		open	live	8a73bccc-7e99-4694-ad33-76e473d72461	Biospecimen	59707	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:01:38.209302-05:00	nationwidechildrens.org_biospecimen.TCGA-BH-A1EU.xml	751cb90cad3a5eaab44f6040dc8c2f92	BCR XML	biospecimen_supplement		open	live	3163757e-4488-4a37-82f7-6ba202544cb4	Biospecimen	75379	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:01:41.249858-05:00	nationwidechildrens.org_biospecimen.TCGA-E2-A1IK.xml	c3795fd046149f3e264b2d19dd2c422a	BCR XML	biospecimen_supplement		open	live	f22eae80-a54a-4818-a275-debb397c71eb	Biospecimen	64633	
open	Clinical Supplement	2016-09-14T11:26:03.868579-05:00	2016-05-04T09:01:20.791769-05:00	nationwidechildrens.org_clinical.TCGA-A7-A4SD.xml	eff0e1c52401453aea0e9a4f1f992fdd	BCR XML	clinical_supplement		open	live	ef69cd41-6f2a-4410-8c5f-1fecd1a19e0f	Clinical	72556	
open	Clinical Supplement	2016-09-14T11:29:53.856948-05:00	2016-05-04T09:16:16.340521-05:00	nationwidechildrens.org_clinical.TCGA-3C-AALK.xml	3e75d16f7ba91740bde2335e89068ec7	BCR XML	clinical_supplement		open	live	2e52c4e8-f76d-4d51-baed-ab0c481e94ac	Clinical	97567	
open	Clinical Supplement	2016-09-14T11:25:00.929351-05:00	2016-05-04T09:10:07.193897-05:00	nationwidechildrens.org_clinical.TCGA-BH-A0BR.xml	80286726fc862a6fe1e7928d22d73509	BCR XML	clinical_supplement		open	live	e89a028e-3e16-468e-a288-31fe5e0bded5	Clinical	55581	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:23:54.353726-05:00	nationwidechildrens.org_biospecimen.TCGA-BH-A0BT.xml	6f500988fd828a4ebcbc5de282ec70b1	BCR XML	biospecimen_supplement		open	live	d34bd30a-61ef-4998-b8e1-11343d85df62	Biospecimen	78031	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:23:20.723990-05:00	nationwidechildrens.org_biospecimen.TCGA-BH-A18U.xml	b67f23f759b1e890850f272c9d592de4	BCR XML	biospecimen_supplement		open	live	b6eeacb9-e077-4c61-9ef7-ace5cc336b58	Biospecimen	81959	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:22:05.363944-05:00	nationwidechildrens.org_biospecimen.TCGA-AC-A3W5.xml	85c4b49243e326c5c55a08aef577cdf2	BCR XML	biospecimen_supplement		open	live	768a4d5b-ab89-46a9-aa4a-b0509f29845b	Biospecimen	53960	
open	Clinical Supplement	2016-09-14T11:25:51.554654-05:00	2016-05-04T09:10:09.257993-05:00	nationwidechildrens.org_clinical.TCGA-BH-A0BG.xml	45c91a3c213e5ae92bf7e856abfb66d6	BCR XML	clinical_supplement		open	live	42519de5-c121-4a27-a5db-79fae49e34eb	Clinical	55588	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:12:41.326278-05:00	nationwidechildrens.org_biospecimen.TCGA-D8-A1Y2.xml	13ca4e83c2b612c98504645bf306971d	BCR XML	biospecimen_supplement		open	live	6767f728-56e5-4350-8ceb-94146afcfe10	Biospecimen	59063	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T08:59:41.524793-05:00	nationwidechildrens.org_biospecimen.TCGA-AR-A0TU.xml	851fbb5bfb7787b0da2aac3a8d9386ae	BCR XML	biospecimen_supplement		open	live	e0d7e941-8c8d-4340-932c-963a8a7fb579	Biospecimen	61719	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:14:35.108378-05:00	nationwidechildrens.org_biospecimen.TCGA-BH-A0DS.xml	54abed6b5ece8a54fcd15862a2104542	BCR XML	biospecimen_supplement		open	live	63475be3-d40c-4dc8-8308-46deb4bea94d	Biospecimen	89695	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:12:47.675576-05:00	nationwidechildrens.org_biospecimen.TCGA-AC-A23H.xml	5acbaba27176939ae2de13739dddbe7e	BCR XML	biospecimen_supplement		open	live	4a9583fc-0cbf-4f79-b8a1-cd116487daa0	Biospecimen	73373	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:12:00.148968-05:00	nationwidechildrens.org_biospecimen.TCGA-B6-A0RT.xml	a684dc47d87f8a7402d671e6cb2d075b	BCR XML	biospecimen_supplement		open	live	6f6864f7-49d3-4771-9fc8-eb91fc20260f	Biospecimen	79850	
open	Clinical Supplement	2016-09-14T11:24:26.891315-05:00	2016-05-04T08:54:28.804600-05:00	nationwidechildrens.org_clinical.TCGA-AO-A12G.xml	db9c7053ea685ab71356fef10cb5c5c2	BCR XML	clinical_supplement		open	live	9e9fe85a-7aaf-4550-bd13-d28d91b30e18	Clinical	76747	
open	Clinical Supplement	2016-09-14T11:30:31.742472-05:00	2016-05-04T09:27:53.852683-05:00	nationwidechildrens.org_clinical.TCGA-A2-A259.xml	084d74bc6810d77b90fa2487cdc76465	BCR XML	clinical_supplement		open	live	07cc6cf1-6ab6-4766-8c72-bc94bf5cdee9	Clinical	57822	
open	Clinical Supplement	2016-09-14T11:27:21.681541-05:00	2016-05-04T09:10:07.704856-05:00	nationwidechildrens.org_clinical.TCGA-C8-A12P.xml	0624390548048c41645dfbd0a077e5a8	BCR XML	clinical_supplement		open	live	d8306b23-7d9d-4d13-961d-e131b4cdd3e3	Clinical	50324	
open	Clinical Supplement	2016-09-14T11:28:45.963996-05:00	2016-05-04T09:00:21.302765-05:00	nationwidechildrens.org_clinical.TCGA-EW-A1OY.xml	010254fd9221052c67d1a67f85046898	BCR XML	clinical_supplement		open	live	b431948d-5751-4495-bd5f-16776242abdb	Clinical	79333	
open	Clinical Supplement	2016-09-14T11:26:54.648753-05:00	2016-05-04T09:23:51.451552-05:00	nationwidechildrens.org_clinical.TCGA-AR-A1AP.xml	1924aa6511a91f56a7bb218ce997de1e	BCR XML	clinical_supplement		open	live	8463343d-7d6c-45bb-a9a6-ecdcdcee7125	Clinical	71511	
open	Clinical Supplement	2016-09-14T11:28:34.369300-05:00	2016-05-04T09:16:10.838663-05:00	nationwidechildrens.org_clinical.TCGA-LD-A9QF.xml	2a11515de931316fdc1c80aaa01a1c81	BCR XML	clinical_supplement		open	live	6c94b8e8-506a-45a6-8401-1d23307eee14	Clinical	71837	
open	Clinical Supplement	2016-09-14T11:25:38.702500-05:00	2016-05-04T08:51:50.674192-05:00	nationwidechildrens.org_clinical.TCGA-D8-A1JA.xml	86dd5ea0b124d1ff6d0302342a6212f8	BCR XML	clinical_supplement		open	live	ce436d08-7fbf-424c-80c9-80179e202885	Clinical	77931	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T08:43:58.293462-05:00	nationwidechildrens.org_biospecimen.TCGA-E2-A570.xml	b15b316565f00d2dd56d850508c2e8a9	BCR XML	biospecimen_supplement		open	live	44364642-f4c0-4869-847a-2afc438a889d	Biospecimen	52299	
open	Clinical Supplement	2016-09-14T11:27:28.834804-05:00	2016-05-04T09:11:57.301505-05:00	nationwidechildrens.org_clinical.TCGA-B6-A0RO.xml	7dcb320be9d8213ec027a75bd7f22a36	BCR XML	clinical_supplement		open	live	61337bcd-b10a-40b2-a456-23f951f8ae72	Clinical	50463	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:13:36.638896-05:00	nationwidechildrens.org_biospecimen.TCGA-BH-A0HL.xml	319e0651b668572fd6814c995cfc3831	BCR XML	biospecimen_supplement		open	live	6395ccc7-1dfb-4367-b17c-6c46144ff02a	Biospecimen	87289	
open	Clinical Supplement	2016-09-14T11:33:01.213844-05:00	2016-05-04T09:14:26.597232-05:00	nationwidechildrens.org_clinical.TCGA-BH-A0BJ.xml	2402baa986a133f4f5262690ff446adf	BCR XML	clinical_supplement		open	live	154af9d0-b2e6-42cd-9cad-2ad3d9abdd30	Clinical	96060	
open	Clinical Supplement	2016-09-14T11:26:21.915917-05:00	2016-05-04T09:22:12.858820-05:00	nationwidechildrens.org_clinical.TCGA-S3-A6ZF.xml	cc70873e2c68a35ce616e6f4394517c8	BCR XML	clinical_supplement		open	live	b4ca6b24-d962-4965-866d-60e19d4f62c1	Clinical	110882	
open	Clinical Supplement	2016-09-14T11:20:21.267156-05:00	2016-05-04T08:54:37.308717-05:00	nationwidechildrens.org_clinical.TCGA-AO-A03N.xml	6da7955d2ff5c72bc2358412b1f3c4c2	BCR XML	clinical_supplement		open	live	513b3740-01cc-43fe-9e72-4536635a25fe	Clinical	152466	
open	Clinical Supplement	2016-09-14T11:23:55.367210-05:00	2016-05-04T09:03:23.529911-05:00	nationwidechildrens.org_clinical.TCGA-AO-A03P.xml	ff9fad1bec80f1a65f0e3e6d1eea40d8	BCR XML	clinical_supplement		open	live	6b509f4c-56ae-4a57-be6d-91d6720dbe71	Clinical	110100	
open	Clinical Supplement	2016-09-14T11:27:37.969218-05:00	2016-05-04T09:08:20.074555-05:00	nationwidechildrens.org_clinical.TCGA-GM-A2D9.xml	544f65ae7a0644b4c911d81e5de6ea9f	BCR XML	clinical_supplement		open	live	1f9ac22a-983d-4085-879c-5501fd9b2818	Clinical	116445	
open	Clinical Supplement	2016-09-14T11:24:56.960021-05:00	2016-05-04T08:51:49.161296-05:00	nationwidechildrens.org_clinical.TCGA-D8-A1JM.xml	46715843e72a6f482027e820b7b208e8	BCR XML	clinical_supplement		open	live	3d6fc71c-f9a7-4f28-bf6a-e4210044ca96	Clinical	72294	
open	Clinical Supplement	2016-09-14T11:28:48.997599-05:00	2016-05-04T09:09:48.682856-05:00	nationwidechildrens.org_clinical.TCGA-B6-A0IH.xml	c1a18c501a18d99846fa133cf5140acb	BCR XML	clinical_supplement		open	live	c3004278-7af7-4bb9-aaa4-4f187dd36630	Clinical	50890	
open	Biospecimen Supplement	2016-09-06T17:52:40.128502-05:00	2016-05-04T09:14:27.981855-05:00	nationwidechildrens.org_biospecimen.TCGA-A2-A0EU.xml	ebeb1c81c68472f6dc87d10eaf4e2779	BCR XML	biospecimen_supplement		open	live	a4e72306-135b-4b61-b64a-b3023de6efad	Biospecimen	91372	
open	Clinical Supplement	2016-09-14T11:26:06.250787-05:00	2016-05-04T09:17:24.468429-05:00	nationwidechildrens.org_clinical.TCGA-E2-A1LK.xml	1eaceab545088db41c9a107e9a7974c7	BCR XML	clinical_supplement		open	live	fa0496a9-2103-47b1-8bb3-5153ffb7d550	Clinical	52947	
